Produto,Conglomerado,Cidade,Seg,Canal,Estabelecimento,Bairro,Marca,A03 - PET 500ML,A06 - PET 1500ML,C03 - VIDRO 600ML RET,C04 - VIDRO 600ML DESC,C09 - LONGNECK  250 ML,C10 - LONGNECK 330ML,C11 - LONGNECK 355ML,C14 – LATA 250 ML,C16 - LATA 350ML,E01 - LATA 250 ML,E03 - LATA - 473 ML,E10 - PET 600ML,I04 – PET 500 ML,R01 - PET 237ML,R01a - PET 250ML,R05 - PET 600ML,"R08 - PET 1,5L",R10 - PET  2L,R18a - LATA  220ML,R19 - LATA 270ML,R20 – LATA 310ML,R21 - LATA 350ML
ISOTONICO,guara,guara,2,8,me mercado panela cheia,guara 2,POWERADE (Sabores),,,,,,,,,,,,,"5,79",,,,,,,,,
ISOTONICO,gama,rcto das emas,2,8,me supermercado recanto,recanto das emas,POWERADE (Sabores),,,,,,,,,,,,,"5,79",,,,,,,,,
ISOTONICO,sobradinho,sobradinho,1,2,sp supermercado 2 irmaos,sobradinho,POWERADE (Sabores),,,,,,,,,,,,,"5,79",,,,,,,,,
ISOTONICO,guara,guara,2,8,me mercado american frios,guara 1,POWERADE (Sabores),,,,,,,,,,,,,"5,80",,,,,,,,,
ISOTONICO,gama,gama,2,8,me supermercado em casa,setor sul,GATORADE (Sabores),,,,,,,,,,,,,"5,89",,,,,,,,,
ISOTONICO,outros,itapoa,1,1,hp atacadao reis (precos varejo),del lago 2,GATORADE (Sabores),,,,,,,,,,,,,"5,89",,,,,,,,,
ISOTONICO,outros,sao sebastiao,1,3,db dist de bebidas bodao,sao francisco ,GATORADE (Sabores),,,,,,,,,,,,,"5,89",,,,,,,,,
ISOTONICO,guara,guara,2,8,me mercado esperanca,guara 2,GATORADE (Sabores),,,,,,,,,,,,,"5,90",,,,,,,,,
ISOTONICO,gama,gama,2,6,pd panificadora arte do pao,setor sul,POWERADE (Sabores),,,,,,,,,,,,,"5,90",,,,,,,,,
ISOTONICO,guara,nco bandeirante,2,8,me mercadinho chagas,nco bandeirante,POWERADE (Sabores),,,,,,,,,,,,,"5,90",,,,,,,,,
ISOTONICO,ceilandia,samambaia,1,3,db dist de bebidas mazaya,norte,POWERADE (Sabores),,,,,,,,,,,,,"5,90",,,,,,,,,
ISOTONICO,taguatinga,aguas claras,1,2,sp supermercado comper,aguas claras,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,taguatinga,aguas claras,1,2,sp supermercado superbom,aguas claras,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,brasilia,asa norte,1,1,hp supermercado big box,asa norte,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,1,3,db dist de bebidas reis,sul,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,1,1,hp fort atacadista (precos varejo),ceilandia,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,1,1,hp fort atacadista (precos varejo),sol nascente,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,1,1,hp supermercado veneza,sul,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,1,2,sp supermercado potigua,setor o,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,1,2,sp supermercado supergiro,norte,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,1,2,sp supermercado veneza,setor o,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,brasilia,cruzeiro,1,1,hp supermercado veneza,cruzeiro novo,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,gama,gama,1,1,hp supermercado comper,setor central,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,gama,gama,1,1,hp supermercado ponto alto,setor oeste,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,gama,gama,2,8,me ellos supermercado,setor leste,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,gama,gama,2,8,me supermercados eldorado,setor leste,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,guara,guara,1,2,sp supermercado superbom,guara,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,lagos,lago sul,1,2,sp supermercado big box,lago sul,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,outros,paranoa,1,1,hp big mais supermercados,paranoa,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,sobradinho,planaltina,2,8,me supermercado ferreira,jardim roriz,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,gama,rcto das emas,1,1,hp supermercado vivendas express,recanto das emas,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,gama,rcto das emas,2,8,me supermercado nic,recanto das emas,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,outros,riacho fundo,2,8,me mercado kombat,riacho fundo,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,outros,riacho fundo,1,2,sp supermercado superbom,riacho fundo,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,ceilandia,samambaia,2,6,pd alianca paes e conveniencia,norte,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,ceilandia,samambaia,1,2,sp supermercado bistecao,norte,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,ceilandia,samambaia,1,2,sp supermercado superbom,norte,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,outros,sao sebastiao,1,3,db dist de bebidas brandao,sao jose,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,outros,sao sebastiao,1,3,db dist de bebidas vila dois,sao francisco ,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,outros,sao sebastiao,1,1,hp supermercado superbom,centro,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,outros,sao sebastiao,1,1,hp varejao da fartura,sao sebastiao,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,outros,sao sebastiao,2,8,me mercado vieira,vila nova ,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,outros,sao sebastiao,2,8,me supermercado brandao,vila nova,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,outros,sao sebastiao,2,8,me supermercado cunha,sao jose,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,outros,sao sebastiao,2,6,pd panificadora pao nosso,sao bartolomeu ,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,guara,sia,1,3,db dist de bebidas arturito,sia,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,sobradinho,sobradinho,1,3,db ultrabox atacado e varejo (precos atacado),sobradinho,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,sobradinho,sobradinho,1,1,hp ultrabox atacado e varejo (precos varejo),sobradinho,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,sobradinho,sobradinho,1,2,sp super sampaio,sobradinho,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,taguatinga,taguatinga,1,1,hp supermercado big box,norte,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,taguatinga,taguatinga,1,1,hp supermercado dona de casa,norte,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,taguatinga,taguatinga,2,8,me supermercado rende mais,norte,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,taguatinga,taguatinga,1,2,sp supermercado vivendas,norte,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,taguatinga,vicente pires,1,2,sp supermercado superbom,shvp,GATORADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,taguatinga,aguas claras,1,1,hp supermecado dona de casa,aguas claras,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,taguatinga,aguas claras,2,8,me supermercado stock,aguas claras,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,brasilia,asa norte,1,2,sp supermercado dona de casa,asa norte,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,brasilia,asa sul,2,8,me supermercado rede horti mais,asa sul,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,brasilia,asa sul,1,2,sp supermercado horti mais,asa sul,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,outros,brazlandia,1,2,sp atacarejo suprimais,vila sao jose,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,guara,candangolandia,2,8,me mercado vitoria,candangolandia,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,guara,candangolandia,1,2,sp supermercado dona de casa,candangolandia,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,1,1,hp supermercardo caprichoso,norte,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,2,6,pd panificadora pani premium,norte,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,2,6,pd panificadora vitoria,sul,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,1,2,sp supermercado veneza,setor o,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,brasilia,cruzeiro,2,8,me mercado cruzeiro novo,cruzeiro novo,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,gama,gama,2,7,lc conveniencia posto br mania,setor industrial,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,gama,gama,2,8,me supermercado cheiro verde,setor leste comercial,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,gama,gama,2,8,me supermercados novomix,setor leste,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,gama,gama,2,6,pd panificadora e confeitaria sayonara,setor leste,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,gama,gama,1,2,sp supermercado super pop,setor leste,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,guara,guara,1,3,db dist de bebidas sampaio,guara 1,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,outros,itapoa,2,6,pd panificadora massa dourada,itapoa,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,lagos,lago sul,2,7,lc conveniencia aqui dentro posto ipiranga ,lago sul,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,sobradinho,planaltina,2,8,me mercado suprimais,jardim roriz,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,sobradinho,planaltina,2,8,me supermercado ramos,jardim roriz,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,outros,riacho fundo,2,8,me supermercado portela,riacho fundo,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,ceilandia,samambaia,1,3,db melhor atacadista (precos atacado),sul,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,ceilandia,samambaia,1,1,hp melhor atacadista (precos varejo),sul,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,ceilandia,samambaia,2,8,me mercado hollywood,norte,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,ceilandia,samambaia,2,6,pd alianca paes e conveniencia,norte,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,ceilandia,samambaia,2,6,pd panificadora bonnapan,norte,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,outros,sao sebastiao,2,8,me mercado supervizinha,sao sebastiao,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,outros,sao sebastiao,2,6,pd panificadora realeza,sao jose ,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,guara,sia,1,3,db dist de bebidas arturito,sia,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,sobradinho,sobradinho,1,1,hp supermercado dona de casa,sobradinho,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,sobradinho,sobradinho,2,8,me mercado vieira,setor de mansoes,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,sobradinho,sobradinho,2,8,me supermercado gente boa,sobradinho,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,sobradinho,sobradinho,1,2,sp supermercado super mais,sobradinho,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,brasilia,sudoeste,1,1,hp supermercado dona de casa,sudoeste,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,taguatinga,taguatinga,1,1,hp supermercado dona de casa,norte,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,taguatinga,taguatinga,2,8,me mercado bom preco,norte,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,taguatinga,taguatinga,2,8,me mercado fagundes,norte,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,taguatinga,taguatinga,2,8,me supermercado central,norte,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,taguatinga,taguatinga,2,8,me supermercado rende mais,norte,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,taguatinga,taguatinga,2,6,pd panificadora helaine,norte,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,taguatinga,taguatinga,1,2,sp supermercado varejao di,norte,POWERADE (Sabores),,,,,,,,,,,,,"5,99",,,,,,,,,
ISOTONICO,taguatinga,aguas claras,2,4,ba bar point beer,aguas claras,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,brasilia,asa sul,1,3,db dist de bebidas sao luis,asa sul,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,outros,brazlandia,2,4,ba bar do uillian & elcir,setor norte,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,outros,brazlandia,1,3,db dist de bebidas ms,setor veredas,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,1,3,db dist de bebidas 20 beer,norte,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,2,7,lc conveniencia jb,ceilandia,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,gama,gama,2,4,ba bar do paraiba,setor leste,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,gama,gama,1,3,db dist de bebidas betim,setor leste,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,gama,gama,1,3,db dist de bebidas bola da vez,setor leste,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,lagos,lago sul,2,4,ba zay na 15,lago sul,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,guara,nco bandeirante,2,6,pd panificadora ki pao de queijo,nco bandeirante,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,outros,paranoa,1,3,db dist de bebidas estrivo de prata,paranoa,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,sobradinho,planaltina,2,4,ba milk shake e companhia,vila buritis,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,sobradinho,planaltina,1,3,db dist de bebidas facebeer,vila buritis,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,sobradinho,planaltina,1,3,db dist de bebidas jr bebidas,vila buritis,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,sobradinho,planaltina,1,3,db dist de bebidas lucas bebidas ,vila buritis ,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,sobradinho,planaltina,2,7,lc conveniencia ampm posto ipiranga,jardim roriz ,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,sobradinho,planaltina,2,7,lc conveniencia zero horas,vilas buritis,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,sobradinho,planaltina,2,8,me mercadinho nordestino,vila buritis,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,sobradinho,planaltina,2,8,me supermercado do bairro,jd roriz,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,gama,rcto das emas,2,6,pd panificadora padoquinha,recanto das emas,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,gama,santa maria,2,6,pd panificadora pais e filhos,santa maria,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,outros,sao sebastiao,1,3,db dist de bebidas wm,morro azul,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,guara,sia,2,4,ba bar meu boteco,sia,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,guara,sia,2,4,ba lanchonete house lanches,sia,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,guara,sia,2,4,ba pastelaria e point do acai,sia,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,guara,sia,2,4,ba quiosque do gaucho,sia,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,guara,sia,2,4,ba zappe lanches,sia,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,guara,sia,2,5,rt restaurante espaco oliveira,sia,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,guara,sia,2,5,rt restaurante jaguarema,sia,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,guara,sia,2,5,rt restaurante sabor oriental,sia,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,taguatinga,taguatinga,1,3,db dist de bebidas gela mais,norte,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,outros,varjao,2,8,me mercado 2 grau,varjao,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,taguatinga,vicente pires,1,3,db dist de bebidas ponto certo,shvp,GATORADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,gama,gama,1,3,db dist de bebidas bola da vez,setor leste,POWERADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,gama,gama,1,3,db dist de bebidas yellow beer,,POWERADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,gama,gama,2,6,pd panificadora divipan,setor sul,POWERADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,guara,guara,2,6,pd panificadora e confeitaria paihoca,guara 2,POWERADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,outros,itapoa,1,3,db dist de bebidas pe na jaca,del lago,POWERADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,guara,nco bandeirante,2,4,ba lanchonete lanches rapido,nco bandeirante,POWERADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,guara,nco bandeirante,1,3,db dist de bebidas planalto,nco bandeirante,POWERADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,outros,paranoa,2,6,pd panificadora arco iris,paranoa,POWERADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,sobradinho,planaltina,1,3,db dist de bebidas ilheus,vila buritis,POWERADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,sobradinho,planaltina,2,7,lc conveniencia ampm posto ipiranga,jardim roriz ,POWERADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,sobradinho,planaltina,2,7,lc conveniencia da hora,vila buritis,POWERADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,sobradinho,planaltina,2,6,pd panificadora jospina,vila buritis,POWERADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,gama,rcto das emas,2,8,me mercearia lima,recanto das emas,POWERADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,gama,rcto das emas,2,6,pd panificadora e confeitaria trigo dourado,recanto das emas,POWERADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,gama,rcto das emas,2,6,pd panificadora padoquinha,recanto das emas,POWERADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,ceilandia,samambaia,1,3,db dist de bebidas malibu,norte,POWERADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,outros,sao sebastiao,2,4,ba caldos bar,setor tradicional,POWERADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,outros,sao sebastiao,1,3,db dist de bebidas wm,morro azul,POWERADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,guara,sia,2,4,ba lanchonete house lanches,sia,POWERADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,guara,sia,2,4,ba lanchonete quiosque do rogerio,sia,POWERADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,guara,sia,2,4,ba lanchonete zinho lanches,sia,POWERADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,taguatinga,vicente pires,2,6,pd colonia paes & conveniencia,shvp,POWERADE (Sabores),,,,,,,,,,,,,"6,00",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,2,8,me supermercado do alemao,ceilandia,POWERADE (Sabores),,,,,,,,,,,,,"6,19",,,,,,,,,
ISOTONICO,sobradinho,planaltina,2,6,pd panificadora jospina,vila buritis,GATORADE (Sabores),,,,,,,,,,,,,"6,20",,,,,,,,,
ISOTONICO,guara,candangolandia,2,8,me mercado fortaleza,candangolandia,GATORADE (Sabores),,,,,,,,,,,,,"6,29",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,1,1,hp supermercardo caprichoso,norte,GATORADE (Sabores),,,,,,,,,,,,,"6,29",,,,,,,,,
ISOTONICO,outros,sao sebastiao,1,1,hp uniao supermercados,mangueiral,GATORADE (Sabores),,,,,,,,,,,,,"6,29",,,,,,,,,
ISOTONICO,guara,nco bandeirante,2,6,pd panificadora venitalia,nco bandeirante,POWERADE (Sabores),,,,,,,,,,,,,"6,40",,,,,,,,,
ISOTONICO,sobradinho,sobradinho,2,8,me supermercado renascer,sobradinho,GATORADE (Sabores),,,,,,,,,,,,,"6,45",,,,,,,,,
ISOTONICO,brasilia,asa sul,1,1,hp supermercado comper,asa sul,GATORADE (Sabores),,,,,,,,,,,,,"6,49",,,,,,,,,
ISOTONICO,brasilia,asa sul,2,7,lc conveniencia br mania posto petrobras,asa sul,GATORADE (Sabores),,,,,,,,,,,,,"6,49",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,1,2,sp supermercado caique,setor o,GATORADE (Sabores),,,,,,,,,,,,,"6,49",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,1,2,sp supermercado guarapari,sul,GATORADE (Sabores),,,,,,,,,,,,,"6,49",,,,,,,,,
ISOTONICO,gama,gama,2,8,me supermercados novomix,setor leste,GATORADE (Sabores),,,,,,,,,,,,,"6,49",,,,,,,,,
ISOTONICO,guara,guara,2,8,me mercado panela cheia,guara 2,GATORADE (Sabores),,,,,,,,,,,,,"6,49",,,,,,,,,
ISOTONICO,guara,nco bandeirante,2,8,me mercado j a comercio de verduras,nco bandeirante,GATORADE (Sabores),,,,,,,,,,,,,"6,49",,,,,,,,,
ISOTONICO,ceilandia,samambaia,1,3,db melhor atacadista (precos atacado),sul,GATORADE (Sabores),,,,,,,,,,,,,"6,49",,,,,,,,,
ISOTONICO,ceilandia,samambaia,1,1,hp melhor atacadista (precos varejo),sul,GATORADE (Sabores),,,,,,,,,,,,,"6,49",,,,,,,,,
ISOTONICO,ceilandia,samambaia,1,1,hp supermercado caique,norte,GATORADE (Sabores),,,,,,,,,,,,,"6,49",,,,,,,,,
ISOTONICO,ceilandia,samambaia,2,8,me super planalto,norte,GATORADE (Sabores),,,,,,,,,,,,,"6,49",,,,,,,,,
ISOTONICO,outros,sao sebastiao,2,8,me supermercado vitoria,sao jose,GATORADE (Sabores),,,,,,,,,,,,,"6,49",,,,,,,,,
ISOTONICO,sobradinho,sobradinho,1,2,sp supermercado caique,sobradinho,GATORADE (Sabores),,,,,,,,,,,,,"6,49",,,,,,,,,
ISOTONICO,outros,varjao,1,3,db dist de bebidas vendinha do lago,varjao,GATORADE (Sabores),,,,,,,,,,,,,"6,49",,,,,,,,,
ISOTONICO,taguatinga,aguas claras,1,2,sp supermercado comper,aguas claras,POWERADE (Sabores),,,,,,,,,,,,,"6,49",,,,,,,,,
ISOTONICO,brasilia,asa norte,2,8,me mercado nossa venda,asa norte,POWERADE (Sabores),,,,,,,,,,,,,"6,49",,,,,,,,,
ISOTONICO,ceilandia,samambaia,2,8,me mercado vitoria,norte,POWERADE (Sabores),,,,,,,,,,,,,"6,49",,,,,,,,,
ISOTONICO,taguatinga,vicente pires,2,6,pd panificadora ki delicias ii,shvp,POWERADE (Sabores),,,,,,,,,,,,,"6,49",,,,,,,,,
ISOTONICO,taguatinga,aguas claras,2,6,pd panificadora d´trigo,aguas claras,GATORADE (Sabores),,,,,,,,,,,,,"6,50",,,,,,,,,
ISOTONICO,brasilia,asa norte,2,4,ba bar e mercearia sao geraldo,asa norte,GATORADE (Sabores),,,,,,,,,,,,,"6,50",,,,,,,,,
