Produto,Conglomerado,Cidade,Seg,Canal,Estabelecimento,Bairro,Marca,A03 - PET 500ML,A06 - PET 1500ML,C03 - VIDRO 600ML RET,C04 - VIDRO 600ML DESC,C09 - LONGNECK  250 ML,C10 - LONGNECK 330ML,C11 - LONGNECK 355ML,C14 – LATA 250 ML,C16 - LATA 350ML,E01 - LATA 250 ML,E03 - LATA - 473 ML,E10 - PET 600ML,I04 – PET 500 ML,R01 - PET 237ML,R01a - PET 250ML,R05 - PET 600ML,"R08 - PET 1,5L",R10 - PET  2L,R18a - LATA  220ML,R19 - LATA 270ML,R20 – LATA 310ML,R21 - LATA 350ML
ISOTONICO,brasilia,asa sul,1,2,sp supermercado pao de acucar,asa sul,GATORADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,brasilia,asa sul,1,2,sp supermercado pao de acucar,asa sul,GATORADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,1,3,db assai atacadista (precos atacado),sul,GATORADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,outros,itapoa,1,2,sp supermercado super fama,itapoa 2,GATORADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,gama,rcto das emas,1,2,sp supermercado euro,recanto das emas,GATORADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,outros,riacho fundo,1,2,sp supermercado sempre bom,riacho fundo,GATORADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,ceilandia,samambaia,2,8,me supermercado vizimbox,norte,GATORADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,gama,santa maria,2,6,pd panificadora raiz do trigo,santa maria,GATORADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,guara,sia,1,3,db assai atacadista (precos atacado),sia,GATORADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,brasilia,sudoeste,1,1,hp hipermercado pao de acucar,sudoeste,GATORADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,taguatinga,aguas claras,1,1,hp supermercado big box,aguas claras,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,taguatinga,aguas claras,2,7,lc conveniencia ampm posto ipiranga,aguas claras,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,taguatinga,aguas claras,2,8,me supermercado rota de casa,arniqueiras,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,taguatinga,aguas claras,1,2,sp supermercado big box,aguas claras,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,brasilia,asa norte,1,1,hp supermercado big box,asa norte,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,brasilia,asa norte,1,2,sp supermercado big box,asa norte,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,brasilia,asa sul,1,1,hp supermercado big box,asa sul,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,brasilia,asa sul,1,1,hp supermercado big box,asa sul,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,brasilia,asa sul,1,1,hp supermercado big box,asa sul,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,brasilia,asa sul,1,1,hp supermercado carrefour bairro,asa sul,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,1,1,hp supermercado espirito santo,norte,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,1,1,hp supermercado veneza,sul,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,1,2,sp supermercado caique,setor o,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,1,2,sp supermercado supergiro,norte,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,brasilia,cruzeiro,1,1,hp supermercado veneza,cruzeiro novo,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,brasilia,cruzeiro,1,1,hp supermercado veneza,cruzeiro novo,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,gama,gama,2,4,ba bar e bilhar mister g,setor leste,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,gama,gama,1,1,hp supermercado ponto alto,setor oeste,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,gama,gama,2,8,me ellos supermercado,setor leste,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,gama,gama,2,8,me mercado disempre bairro,setor sul,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,guara,guara,1,1,hp supermercado veneza,guara 2,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,guara,guara,1,1,hp supermercado veneza,guara 1,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,outros,itapoa,1,1,hp atacadao reis (precos varejo),del lago 2,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,outros,itapoa,2,8,me mercado js,del lago,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,lagos,lago sul,1,1,hp supermercado carrefour bairro,lago sul,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,guara,nco bandeirante,1,2,sp supermercado nova rede,nco bandeirante,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,outros,paranoa,2,8,me mercardo fartura express,paranoa,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,outros,riacho fundo,1,2,sp supermercado caique,riacho fundo,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,ceilandia,samambaia,1,1,hp supermercado caique,norte,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,ceilandia,samambaia,1,1,hp supermercado superbom,sul,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,ceilandia,samambaia,2,8,me supermercado vizimbox,norte,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,ceilandia,samambaia,1,2,sp supermercado superbom,norte,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,gama,santa maria,2,7,lc conveniencia hollywood santos dumont,santa maria,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,gama,santa maria,2,6,pd panificadora raiz do trigo,santa maria,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,outros,sao sebastiao,1,1,hp varejao da fartura,sao sebastiao,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,sobradinho,sobradinho,1,1,hp ultrabox atacado e varejo (precos varejo),sobradinho,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,sobradinho,sobradinho,2,8,me mercado da juju,setor de mansoes,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,sobradinho,sobradinho,1,2,sp super sampaio,sobradinho,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,sobradinho,sobradinho,1,2,sp supermercado caique,sobradinho,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,brasilia,sudoeste,2,6,pd padaria gourmet paes e vinhos,sudoeste,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,brasilia,sudoeste,1,2,sp supermercado big box,sudoeste,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,taguatinga,taguatinga,1,3,db dist de bebidas bahia,norte,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,taguatinga,taguatinga,1,2,sp supermercado superbom,norte,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,taguatinga,taguatinga,1,2,sp supermercado veneza,norte,POWERADE (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,outros,riacho fundo,1,2,sp supermercado caique,riacho fundo,TNT (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,outros,riacho fundo,1,2,sp supermercado sempre bom,riacho fundo,TNT (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,ceilandia,samambaia,1,1,hp supermercado caique,norte,TNT (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,ceilandia,samambaia,1,2,sp supermercado soberano,norte,TNT (Sabores),,,,,,,,,,,,,"4,99",,,,,,,,,
ISOTONICO,sobradinho,planaltina,1,3,db dist de bebidas vitoria,jardim roriz,GATORADE (Sabores),,,,,,,,,,,,,"5,00",,,,,,,,,
ISOTONICO,gama,rcto das emas,1,3,db dist de bebidas after,recanto das emas,GATORADE (Sabores),,,,,,,,,,,,,"5,00",,,,,,,,,
ISOTONICO,taguatinga,vicente pires,2,8,me supermercado meu querido ,shvp,GATORADE (Sabores),,,,,,,,,,,,,"5,00",,,,,,,,,
ISOTONICO,outros,brazlandia,1,3,db dist de bebidas ms,setor veredas,POWERADE (Sabores),,,,,,,,,,,,,"5,00",,,,,,,,,
ISOTONICO,gama,gama,2,4,ba bar do paraiba,setor leste,POWERADE (Sabores),,,,,,,,,,,,,"5,00",,,,,,,,,
ISOTONICO,gama,gama,1,3,db dist de bebidas cristal bebidas,santa maria,POWERADE (Sabores),,,,,,,,,,,,,"5,00",,,,,,,,,
ISOTONICO,sobradinho,planaltina,1,3,db dist de bebidas amaral,setor tradicional,POWERADE (Sabores),,,,,,,,,,,,,"5,00",,,,,,,,,
ISOTONICO,sobradinho,planaltina,1,3,db dist de bebidas jr bebidas,vila buritis,POWERADE (Sabores),,,,,,,,,,,,,"5,00",,,,,,,,,
ISOTONICO,outros,sao sebastiao,1,3,db dist de bebidas barbosa,sao bartolomeu ,POWERADE (Sabores),,,,,,,,,,,,,"5,00",,,,,,,,,
ISOTONICO,outros,sao sebastiao,1,3,db dist de bebidas tbn,gameleiras,POWERADE (Sabores),,,,,,,,,,,,,"5,00",,,,,,,,,
ISOTONICO,taguatinga,taguatinga,1,3,db dist de bebidas gela mais,norte,POWERADE (Sabores),,,,,,,,,,,,,"5,00",,,,,,,,,
ISOTONICO,taguatinga,vicente pires,2,4,ba bar rota da cachaca,shvp,POWERADE (Sabores),,,,,,,,,,,,,"5,00",,,,,,,,,
ISOTONICO,brasilia,asa norte,1,2,sp supermercado big box,asa norte,GATORADE (Sabores),,,,,,,,,,,,,"5,19",,,,,,,,,
ISOTONICO,brasilia,asa sul,1,1,hp supermercado big box,asa sul,GATORADE (Sabores),,,,,,,,,,,,,"5,19",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,1,2,sp supermercado guarapari,sul,POWERADE (Sabores),,,,,,,,,,,,,"5,19",,,,,,,,,
ISOTONICO,ceilandia,samambaia,1,2,sp supermercado bistecao,norte,POWERADE (Sabores),,,,,,,,,,,,,"5,19",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,1,1,hp ultrabox atacado e varejo (precos varejo),guariroba,GATORADE (Sabores),,,,,,,,,,,,,"5,29",,,,,,,,,
ISOTONICO,gama,gama,1,1,hp ultrabox atacado e varejo (precos varejo),setor norte,GATORADE (Sabores),,,,,,,,,,,,,"5,29",,,,,,,,,
ISOTONICO,outros,itapoa,1,1,hp ultrabox atacado e varejo (precos varejo),itapoa,GATORADE (Sabores),,,,,,,,,,,,,"5,29",,,,,,,,,
ISOTONICO,outros,riacho fundo,1,1,hp ultrabox atacado e varejo (precos varejo),riacho fundo,GATORADE (Sabores),,,,,,,,,,,,,"5,29",,,,,,,,,
ISOTONICO,outros,sao sebastiao,1,1,hp ultrabox atacado e varejo (precos varejo),sao bartolomeu,GATORADE (Sabores),,,,,,,,,,,,,"5,29",,,,,,,,,
ISOTONICO,sobradinho,sobradinho,1,1,hp ultrabox atacado e varejo (precos varejo),sobradinho,GATORADE (Sabores),,,,,,,,,,,,,"5,29",,,,,,,,,
ISOTONICO,taguatinga,vicente pires,1,1,hp supermercado ultrabox,shvp,GATORADE (Sabores),,,,,,,,,,,,,"5,29",,,,,,,,,
ISOTONICO,brasilia,asa sul,2,8,me supermercado mais perto,asa sul,POWERADE (Sabores),,,,,,,,,,,,,"5,29",,,,,,,,,
ISOTONICO,outros,brazlandia,1,1,hp supermercados pra voce,setor norte,POWERADE (Sabores),,,,,,,,,,,,,"5,29",,,,,,,,,
ISOTONICO,gama,gama,2,8,me supermercado em casa,setor sul,POWERADE (Sabores),,,,,,,,,,,,,"5,29",,,,,,,,,
ISOTONICO,gama,gama,2,8,me supermercados eldorado,setor leste,POWERADE (Sabores),,,,,,,,,,,,,"5,29",,,,,,,,,
ISOTONICO,gama,gama,1,2,sp supermercado eldorado,setor industrial,POWERADE (Sabores),,,,,,,,,,,,,"5,29",,,,,,,,,
ISOTONICO,outros,sao sebastiao,2,8,me mercado vieira,vila nova ,POWERADE (Sabores),,,,,,,,,,,,,"5,35",,,,,,,,,
ISOTONICO,brasilia,asa sul,1,1,hp supermercado comper,asa sul,POWERADE (Sabores),,,,,,,,,,,,,"5,39",,,,,,,,,
ISOTONICO,gama,gama,1,1,hp supermercado comper,setor central,POWERADE (Sabores),,,,,,,,,,,,,"5,39",,,,,,,,,
ISOTONICO,sobradinho,planaltina,1,1,hp supermercado comper,setor norte,POWERADE (Sabores),,,,,,,,,,,,,"5,39",,,,,,,,,
ISOTONICO,taguatinga,aguas claras,1,2,sp supermercado pao de acucar,aguas claras,GATORADE (Sabores),,,,,,,,,,,,,"5,43",,,,,,,,,
ISOTONICO,guara,guara,1,1,hp supermercado pao de acucar,guara 1,GATORADE (Sabores),,,,,,,,,,,,,"5,43",,,,,,,,,
ISOTONICO,lagos,lago norte,1,1,hp supermercado pao de acucar,lago norte,GATORADE (Sabores),,,,,,,,,,,,,"5,43",,,,,,,,,
ISOTONICO,taguatinga,aguas claras,1,1,hp atacadao dia a dia (precos varejo),aguas claras,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,taguatinga,aguas claras,1,1,hp bellavia supermercados,aguas claras,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,taguatinga,aguas claras,1,1,hp melhor atacadista (precos varejo),areal,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,brasilia,asa norte,1,1,hp assai atacadista (precos varejo),asa norte,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,brasilia,asa norte,1,1,hp bellavia supermercados,asa norte,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,brasilia,asa norte,1,1,hp supermercado carrefour bairro,asa norte,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,brasilia,asa sul,1,2,sp supermercado pao de acucar,asa sul,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,outros,brazlandia,1,1,hp hipermercado supercei,setor norte,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,1,3,db fort atacadista (precos atacado),ceilandia,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,1,3,db fort atacadista (precos atacado),sol nascente,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,1,1,hp atacadao dia a dia (precos varejo),ceilandia,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,1,1,hp atacadao dia a dia (precos varejo),sul,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,1,2,sp supermercado supercei,sul,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,1,2,sp supermercado supercei,sul,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,1,2,sp supermercado supercei,ceilandia,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,gama,gama,1,1,hp atacadao dia a dia (precos varejo),setor leste,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,gama,gama,1,1,hp bellavia supermercados,setor norte,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,gama,gama,1,1,hp supermercado supercei,setor central,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,guara,guara,1,1,hp atacadao dia a dia (precos varejo),guara 2,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,outros,itapoa,1,3,db atacadao reis (precos atacado),del lago 2,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,outros,itapoa,2,8,me comercial severino,del lago,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,lagos,lago sul,1,1,hp atacadao dia a dia (precos varejo),lago sul,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,lagos,lago sul,1,1,hp supermercado carrefour bairro,lago sul,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,gama,rcto das emas,1,1,hp bellavia supermercados,recanto das emas,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,gama,rcto das emas,1,2,sp atacarejo show comprar (precos varejo),recanto das emas,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,outros,riacho fundo,1,1,hp melhor atacadista (precos varejo),riacho fundo 2,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,outros,riacho fundo,1,2,sp supermercado supercei,riacho fundo,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,guara,sia,1,1,hp atacadao dia a dia (precos varejo),sia,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,sobradinho,sobradinho,1,1,hp bellavia supermercados,sobradinho 1,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,taguatinga,taguatinga,1,1,hp bellavia supermercados,sul,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,taguatinga,vicente pires,1,1,hp atacadao dia a dia (precos varejo),shvp,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,taguatinga,vicente pires,1,1,hp bellavia supermercados,shvp,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,taguatinga,vicente pires,1,1,hp melhor atacadista (precos varejo),shvp,GATORADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,brasilia,asa sul,2,7,lc conveniencia br mania posto petrobras,asa sul,POWERADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,2,8,me supermercado dular,sul,POWERADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,gama,gama,1,1,hp supermercado nossa kaza,setor leste,POWERADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,gama,gama,2,8,me supermercado do baiano,setor sul,POWERADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,gama,gama,2,6,pd panificadora dujuca,setor central,POWERADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,outros,itapoa,2,8,me comercial severino,del lago,POWERADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,outros,itapoa,2,8,me supermercado quibom,del lago,POWERADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,outros,itapoa,1,2,sp supermercado quibom,itapoa,POWERADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,guara,nco bandeirante,2,8,me mercado j a comercio de verduras,nco bandeirante,POWERADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,outros,paranoa,1,1,hp big mais supermercados,paranoa,POWERADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,gama,rcto das emas,2,8,me supermercado quibom,recanto das emas,POWERADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,gama,rcto das emas,2,8,me supermercado quibom,recanto das emas,POWERADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,outros,riacho fundo,1,1,hp supermercados quibom,riacho fundo 2,POWERADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,outros,riacho fundo,2,8,me supermercado uniao,riacho fundo,POWERADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,outros,riacho fundo,1,2,sp supermercado sempre bom,riacho fundo,POWERADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,ceilandia,samambaia,1,2,sp supermercado soberano,norte,POWERADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,outros,sao sebastiao,1,3,db dist de bebidas brandao,sao jose,POWERADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,outros,sao sebastiao,2,8,me supermercado economiza,morro azul ,POWERADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,outros,sao sebastiao,2,8,me supermercado vitoria,sao jose,POWERADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,outros,varjao,1,3,db dist de bebidas vendinha do lago,varjao,POWERADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,outros,varjao,2,8,me mercado 2 grau,varjao,POWERADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,outros,varjao,2,8,me supermercado rende mais,varjao,POWERADE (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,ceilandia,ceilandia,2,6,pd panificadora pani premium,norte,TNT (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,outros,itapoa,2,8,me mercado js,del lago,TNT (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,guara,nco bandeirante,2,8,me mercado j a comercio de verduras,nco bandeirante,TNT (Sabores),,,,,,,,,,,,,"5,49",,,,,,,,,
ISOTONICO,taguatinga,aguas claras,2,6,pd castanheira paes e conveniencia,aguas claras,GATORADE (Sabores),,,,,,,,,,,,,"5,50",,,,,,,,,
ISOTONICO,lagos,lago norte,2,7,lc conveniencia emporio do lago,lago norte,GATORADE (Sabores),,,,,,,,,,,,,"5,50",,,,,,,,,
ISOTONICO,outros,paranoa,2,6,pd panificadora arco iris,paranoa,GATORADE (Sabores),,,,,,,,,,,,,"5,50",,,,,,,,,
ISOTONICO,sobradinho,planaltina,1,3,db dist de bebidas ponto forte,setor residencial ,GATORADE (Sabores),,,,,,,,,,,,,"5,50",,,,,,,,,
ISOTONICO,sobradinho,planaltina,2,8,me super ramos,setor tradicional,GATORADE (Sabores),,,,,,,,,,,,,"5,50",,,,,,,,,
ISOTONICO,sobradinho,planaltina,2,8,me supermercado lider,nova planaltina,GATORADE (Sabores),,,,,,,,,,,,,"5,50",,,,,,,,,
ISOTONICO,sobradinho,planaltina,1,2,sp super mercado opcao,setor tradicional,GATORADE (Sabores),,,,,,,,,,,,,"5,50",,,,,,,,,
ISOTONICO,sobradinho,planaltina,1,2,sp supermercado sao luiz tradicional,setor tradicional,GATORADE (Sabores),,,,,,,,,,,,,"5,50",,,,,,,,,
ISOTONICO,outros,sao sebastiao,1,3,db dist de bebidas barbosa,sao bartolomeu ,GATORADE (Sabores),,,,,,,,,,,,,"5,50",,,,,,,,,
ISOTONICO,outros,sao sebastiao,1,3,db dist de bebidas bh,sao francisco ,GATORADE (Sabores),,,,,,,,,,,,,"5,50",,,,,,,,,
ISOTONICO,guara,sia,2,5,rt restaurante tempero da casa,sia,GATORADE (Sabores),,,,,,,,,,,,,"5,50",,,,,,,,,
ISOTONICO,guara,candangolandia,2,6,pd padaria e confeitatia candanga,candangolandia,POWERADE (Sabores),,,,,,,,,,,,,"5,50",,,,,,,,,
ISOTONICO,guara,nco bandeirante,2,8,me mercadinho bandeirante,nco bandeirante,POWERADE (Sabores),,,,,,,,,,,,,"5,50",,,,,,,,,
ISOTONICO,sobradinho,planaltina,2,4,ba milk shake e companhia,vila buritis,POWERADE (Sabores),,,,,,,,,,,,,"5,50",,,,,,,,,
ISOTONICO,sobradinho,planaltina,1,3,db dist de bebidas lucas bebidas ,vila buritis ,POWERADE (Sabores),,,,,,,,,,,,,"5,50",,,,,,,,,
ISOTONICO,outros,sao sebastiao,1,3,db dist de bebidas jatobar,residencial oeste,POWERADE (Sabores),,,,,,,,,,,,,"5,50",,,,,,,,,
ISOTONICO,outros,sao sebastiao,2,6,pd panificadora pao nosso,sao bartolomeu ,POWERADE (Sabores),,,,,,,,,,,,,"5,50",,,,,,,,,
ISOTONICO,guara,sia,2,4,ba beraca lanchonete,sia,POWERADE (Sabores),,,,,,,,,,,,,"5,50",,,,,,,,,
ISOTONICO,guara,sia,2,4,ba chiquinho lanches,sia,POWERADE (Sabores),,,,,,,,,,,,,"5,50",,,,,,,,,
ISOTONICO,brasilia,asa sul,1,1,hp supermercado big box,asa sul,GATORADE (Sabores),,,,,,,,,,,,,"5,59",,,,,,,,,
ISOTONICO,brasilia,asa sul,1,1,hp supermercado big box,asa sul,GATORADE (Sabores),,,,,,,,,,,,,"5,59",,,,,,,,,
ISOTONICO,lagos,lago norte,1,2,sp supermercado big box,lago norte,GATORADE (Sabores),,,,,,,,,,,,,"5,59",,,,,,,,,
ISOTONICO,brasilia,sudoeste,1,2,sp supermercado big box,sudoeste,GATORADE (Sabores),,,,,,,,,,,,,"5,59",,,,,,,,,
ISOTONICO,gama,gama,2,6,pd padaria doce pao,setor oeste,POWERADE (Sabores),,,,,,,,,,,,,"5,59",,,,,,,,,
ISOTONICO,gama,gama,2,4,ba bar e bilhar mister g,setor leste,GATORADE (Sabores),,,,,,,,,,,,,"5,69",,,,,,,,,
ISOTONICO,brasilia,sudoeste,2,8,me mercado tanaka,sudoeste,GATORADE (Sabores),,,,,,,,,,,,,"5,69",,,,,,,,,
ISOTONICO,taguatinga,taguatinga,2,8,me supermercado panela cheia,sul,POWERADE (Sabores),,,,,,,,,,,,,"5,75",,,,,,,,,
ISOTONICO,outros,sao sebastiao,1,2,sp supermercado pinheiro,setor tradicional,GATORADE (Sabores),,,,,,,,,,,,,"5,79",,,,,,,,,
